,test_type,sql_query,sql_result,llm_user_query,llm_sql_query,llm_result,correct_result
77,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""The Stock Exchange Bank, Caldwell, Kansas"" ",80144,"What is the maximum total assets The Stock Exchange Bank, Caldwell, Kansas ever had?","SELECT MAX(total_assets) FROM dw_financial_institution_money INNER JOIN dw_financial_institution_profiles ON dw_financial_institution_money.inst_id = dw_financial_institution_profiles.inst_id WHERE institution_name = ""The Stock Exchange Bank"" AND city = ""Caldwell"" AND state = ""Kansas""",,0
78,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Farmers & Merchants Bank""",1991-01-15 00:00:00,What was the last update for Farmers & Merchants Bank?,"SELECT ""last_update"" FROM dw_financial_institution_profiles WHERE ""institution_name"" = 'Farmers & Merchants Bank' LIMIT 1",1991-01-15 00:00:00,1
79,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Farmers & Merchants Bank"" ",1280442,What is the maximum total assets Farmers & Merchants Bank ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money INNER JOIN dw_financial_institution_profiles ON dw_financial_institution_money.inst_id = dw_financial_institution_profiles.inst_id WHERE institution_name = ""Farmers & Merchants Bank""",1280442,1
80,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Livingston Bank""",1999-05-05 00:00:00,What was the last update for Livingston Bank?,"SELECT ""last_update"" FROM dw_financial_institution_profiles WHERE ""institution_name"" = 'Livingston Bank' LIMIT 1",1999-05-05 00:00:00,1
81,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Livingston Bank"" ",106250,What is the maximum total assets Livingston Bank ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_6370""",973981,0
82,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""First State Bank""",1999-05-05 00:00:00,What was the last update for First State Bank?,"SELECT ""last_update"" FROM dw_financial_institution_profiles WHERE ""institution_name"" = 'First State Bank' LIMIT 1",1999-05-05 00:00:00,1
83,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""First State Bank"" ",1900083,What is the maximum total assets First State Bank ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,0
84,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Sanilac County Bank""",1992-05-08 00:00:00,What was the last update for Sanilac County Bank?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""Sanilac County Bank""",1992-05-08 00:00:00,1
85,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Sanilac County Bank"" ",38514,What is the maximum total assets Sanilac County Bank ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_41921""",582519,0
86,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Citizens First National Bank of Oglesby""",1991-04-09 00:00:00,What was the last update for Citizens First National Bank of Oglesby?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""Citizens First National Bank of Oglesby""",1991-04-09 00:00:00,1
87,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Citizens First National Bank of Oglesby"" ",30040,What is the maximum total assets Citizens First National Bank of Oglesby ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,0
88,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""The Bank of Walnut""",1994-10-13 00:00:00,What was the last update for The Bank of Walnut?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""The Bank of Walnut"" LIMIT 1",1994-10-13 00:00:00,1
89,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""The Bank of Walnut"" ",11440,What is the maximum total assets The Bank of Walnut ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_41921""",582519,0
90,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Peoples Bank of Moniteau County""",2022-08-31 00:00:00,What was the last update for Peoples Bank of Moniteau County?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""Peoples Bank of Moniteau County""",2022-08-31 00:00:00,1
91,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Peoples Bank of Moniteau County"" ",68304,What is the maximum total assets Peoples Bank of Moniteau County ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,0
92,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Nickerson State Bank""",1998-07-15 00:00:00,What was the last update for Nickerson State Bank?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""Nickerson State Bank""",1998-07-15 00:00:00,1
93,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Nickerson State Bank"" ",28205,What is the maximum total assets Nickerson State Bank ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_6370""",973981,0
94,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Citizens Bank & Trust""",1997-08-04 00:00:00,What was the last update for Citizens Bank & Trust?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""Citizens Bank & Trust"" LIMIT 1",1997-08-04 00:00:00,1
95,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Citizens Bank & Trust"" ",1038166,What is the maximum total assets Citizens Bank & Trust ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money INNER JOIN dw_financial_institution_profiles ON dw_financial_institution_money.inst_id = dw_financial_institution_profiles.inst_id WHERE institution_name = ""Citizens Bank & Trust""",1038166,1
96,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""The First State Bank of Burlingame""",2012-07-09 00:00:00,What was the last update for The First State Bank of Burlingame?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""The First State Bank of Burlingame""",2012-07-09 00:00:00,1
97,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""The First State Bank of Burlingame"" ",24139,What is the maximum total assets The First State Bank of Burlingame ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_41921""",582519,0
98,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Bank of Commerce""",2020-01-17 00:00:00,What was the last update for Bank of Commerce?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""Bank of Commerce""",2020-01-17 00:00:00,1
99,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Bank of Commerce"" ",822004,What is the maximum total assets Bank of Commerce ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_6370""",973981,0
100,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Compass Bank-San Antonio""",1996-07-23 00:00:00,What was the last update for Compass Bank-San Antonio?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""Compass Bank-San Antonio""",1996-07-23 00:00:00,1
101,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Compass Bank-San Antonio"" ",165514,What is the maximum total assets Compass Bank-San Antonio ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_41921""",582519,0
102,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Broadway National Bank""",2022-08-31 00:00:00,What was the last update for Broadway National Bank?,"SELECT ""last_update"" FROM dw_financial_institution_profiles WHERE ""institution_name"" = 'Broadway National Bank' LIMIT 1",2022-08-31 00:00:00,1
103,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Broadway National Bank"" ",5311705,What is the maximum total assets Broadway National Bank ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_41921""",582519,0
104,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Premier Community Bank""",2022-08-31 00:00:00,What was the last update for Premier Community Bank?,"SELECT ""last_update"" FROM dw_financial_institution_profiles WHERE ""institution_name"" = 'Premier Community Bank' LIMIT 1",2022-08-31 00:00:00,1
105,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Premier Community Bank"" ",488212,What is the maximum total assets Premier Community Bank ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,0
106,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""The Abbott Bank""",1990-10-04 00:00:00,What was the last update for The Abbott Bank?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""The Abbott Bank"" LIMIT 1",1990-10-04 00:00:00,1
107,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""The Abbott Bank"" ",37960,What is the maximum total assets The Abbott Bank ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,0
108,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Farmers and Merchants Bank""",1997-11-14 00:00:00,What was the last update for Farmers and Merchants Bank?,"SELECT ""last_update"" FROM dw_financial_institution_profiles WHERE ""institution_name"" = 'Farmers and Merchants Bank' LIMIT 1",1997-11-14 00:00:00,1
109,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Farmers and Merchants Bank"" ",840015,What is the maximum total assets Farmers and Merchants Bank ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,0
110,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Bank of America, National Association""",2022-08-31 00:00:00,"What was the last update for Bank of America, National Association?","SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""Bank of America, National Association""",2022-08-31 00:00:00,1
111,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Bank of America, National Association"" ",2465234000,"What is the maximum total assets Bank of America, National Association ever had?","SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1075""",196004,0
